"인허가번호","시도","시군구","법정동","대지구분","번","지","허가구분","허가번호","허가일","관리기관","건축구분","대지위치","지목","대지면적___","건축면적___","건폐율___","연면적___","용적률산전용면적___","용적률___","건축물명칭","주용도","주건축물수","부속건축물수","주차장_자주식_옥내_대_","주차장_자주식_옥외_대_","주차장_자주식_인근_대_","주차장_기계식_옥내_대_","주차장_기계식_옥외_대_","주차장_기계식_인근_대_","주차장_면제_대_","착공구분","착공예정일","착공처리일","사용승인구분","사용승인일","동명칭","주용도_동_","대표용도_동_","세대수_동_","호수_동_","가구수_동_","주구조_동_","기타구조_동_","지붕구조_동_","건축면적_동____","연면적_동____","용적률산정용면적_동____","지하층수_동_","지상층수_동_","높이_m_","승용승강기수_동_","비상용승강기수_동_","건축주상호명","시공자_상호명","시공자_등록번호","설계자_사무소명","설계자_등록번호","감리자_사무소명","감리자_등록번호"
"26710-100111529","부산광역시","기장군","장안읍 반룡리","대지","0898","0005","신축허가","2020-창조건축과-신축허가-51","20200507","부산시기장군","신축",,"공장용지",1679.5,924,55.02,924,924,55.02,"장안읍 반룡리 898-5 공장 (한국해양바이오클러스터주식회사김현모)","공장",3,0,0,6,0,0,0,0,0,"착공","20200615","20200623",,,"주건축물제3동","공장","기타공장",0,0,0,"일반철골구조",,"기타지붕",308,308,308,0,1,9.9,"0","0",,"(주)도영종합건설","2158669487","와이디건축사사무소","2492300910","주식회사 목전 건축사사무소","3328800448"
"26710-100111529","부산광역시","기장군","장안읍 반룡리","대지","0898","0005","신축허가","2020-창조건축과-신축허가-51","20200507","부산시기장군","신축",,"공장용지",1679.5,924,55.02,924,924,55.02,"장안읍 반룡리 898-5 공장 (한국해양바이오클러스터주식회사김현모)","공장",3,0,0,6,0,0,0,0,0,"착공","20200615","20200623",,,"주건축물제1동","공장","기타공장",0,0,0,"일반철골구조",,"기타지붕",308,308,308,0,1,9.9,"0","0",,"(주)도영종합건설","2158669487","와이디건축사사무소","2492300910","주식회사 목전 건축사사무소","3328800448"
"26710-100111529","부산광역시","기장군","장안읍 반룡리","대지","0898","0005","신축허가","2020-창조건축과-신축허가-51","20200507","부산시기장군","신축",,"공장용지",1679.5,924,55.02,924,924,55.02,"장안읍 반룡리 898-5 공장 (한국해양바이오클러스터주식회사김현모)","공장",3,0,0,6,0,0,0,0,0,"착공","20200615","20200623",,,"주건축물제2동","공장","기타공장",0,0,0,"일반철골구조",,"기타지붕",308,308,308,0,1,9.9,"0","0",,"(주)도영종합건설","2158669487","와이디건축사사무소","2492300910","주식회사 목전 건축사사무소","3328800448"
"26710-100111631","부산광역시","기장군","일광면 삼성리","대지","0836","0005","신축허가","2020-창조건축과-신축허가-54","20200511","부산시기장군","신축",,"대",318.1,179.53,56.44,457.21,457.21,143.73,,"단독주택",1,0,0,4,0,0,0,0,0,"착공","20200609","20200609",,,"주건축물제1동","단독주택","다가구주택",0,1,5,"철근콘크리트구조",,"(철근)콘크리트",179.53,457.21,457.21,0,4,19,"1","0",,"(주)올림커뮤니케이션","2148863994","건축사사무소 지.평.선","4111762640","주식회사 화니이엔지건축사사무소","6068658060"
"26710-100111670","부산광역시","기장군","장안읍 반룡리","대지","0900","0004","신축허가","2020-창조건축과-신축허가-55","20200512","부산시기장군","신축",,"공장용지",2986.7,1958.11,65.56,2125.42,2125.42,71.16,,"공장",2,0,0,6,0,0,0,0,0,"착공","20200620","20200618",,,"주건축물제1동","공장","물품 가공공장",0,0,0,"일반철골구조",,"기타지붕",1788.15,1788.15,1788.15,0,1,12.2,"0","0",,"두산종합건설(주)","6158158716","경풍설계종합건축사사무소",,"(주)석화엔지니어링건축사사무소","6178158425"
"26710-100111670","부산광역시","기장군","장안읍 반룡리","대지","0900","0004","신축허가","2020-창조건축과-신축허가-55","20200512","부산시기장군","신축",,"공장용지",2986.7,1958.11,65.56,2125.42,2125.42,71.16,,"공장",2,0,0,6,0,0,0,0,0,"착공","20200620","20200618",,,"주건축물제2동","공장","물품 가공공장",0,0,0,"일반철골구조",,"(철근)콘크리트",169.96,337.27,337.27,0,3,11.65,"0","0",,"두산종합건설(주)","6158158716","경풍설계종합건축사사무소",,"(주)석화엔지니어링건축사사무소","6178158425"
"26710-100111671","부산광역시","기장군","철마면 안평리","대지","0518","0002","신축허가","2020-창조건축과-신축허가-56","20200512","부산시기장군","신축","부산광역시 기장군 안평로11번나길 13 (철마면)","대",968,239.82,24.77,800.45,800.45,82.69,"철마면 안평리 518-2 제2종근린생활시설 (김상훈)","제2종근린생활시설",1,0,3,6,0,0,0,3,0,"착공","20200707","20200716",,,"주건축물제1동","제1종근린생활시설","기타제1종근린생활시설",0,0,1,"철근콘크리트구조",,"(철근)콘크리트",239.82,800.45,800.45,0,4,17.7,"1","0",,"(주)예은종합건설","8458600936","동림건축사사무소","6183517153","나루건축사사무소",
"26710-100111689","부산광역시","기장군","일광면 삼성리","대지","0714","0008","증축허가","2020-창조건축과-증축허가-14","20200512","부산시기장군","증축","부산광역시 기장군 기장해안로 1309-4 (일광면)","대",595.1,238.59,40.09,983.72,983.72,165.3,"테라스","숙박시설",2,0,1,8,0,0,0,1,0,"착공","20200605","20200616",,,"1동","숙박시설","호스텔",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",231.54,145.11,145.11,0,5,16.85,"1","0",,,"3792800195","주식회사 건축사사무소 상상인","2898701281","주식회사 건축사사무소 상상인","2898701281"
"26710-100111689","부산광역시","기장군","일광면 삼성리","대지","0714","0008","증축허가","2020-창조건축과-증축허가-14","20200512","부산시기장군","증축","부산광역시 기장군 기장해안로 1309-4 (일광면)","대",595.1,238.59,40.09,983.72,983.72,165.3,"테라스","숙박시설",2,0,1,8,0,0,0,1,0,"착공","20200605","20200616",,,"2동","숙박시설","관광호텔",0,0,0,"경량철골구조","경량철골구조","기타지붕",7.05,7.05,7.05,0,1,2.5,"0","0",,,"3792800195","주식회사 건축사사무소 상상인","2898701281","주식회사 건축사사무소 상상인","2898701281"
"26710-100111829","부산광역시","기장군","장안읍 임랑리","블록","0000","0000","신축허가","2020-창조건축과-신축허가-59","20200515","부산시기장군","신축",,"공장용지",8259,2189.51,26.51,2453.44,2453.44,29.71,,"공장",3,0,0,18,0,0,0,0,0,"착공","20200608","20200624",,,"주건축물제3동","공장","기타공장",0,0,0,"일반철골구조",,"(철근)콘크리트",367.91,631.84,631.84,0,2,11.85,"0","0",,"(주) 유성종합건설","6058116418","루가 건축사사무소","6052329494","(주)해공A&E건축사사무소","6068196297"
"26710-100111829","부산광역시","기장군","장안읍 임랑리","블록","0000","0000","신축허가","2020-창조건축과-신축허가-59","20200515","부산시기장군","신축",,"공장용지",8259,2189.51,26.51,2453.44,2453.44,29.71,,"공장",3,0,0,18,0,0,0,0,0,"착공","20200608","20200624",,,"주건축물제2동","공장","기타공장",0,0,0,"일반철골구조",,"기타지붕",910.8,910.8,910.8,0,1,12.15,"0","0",,"(주) 유성종합건설","6058116418","루가 건축사사무소","6052329494","(주)해공A&E건축사사무소","6068196297"
"26710-100111829","부산광역시","기장군","장안읍 임랑리","블록","0000","0000","신축허가","2020-창조건축과-신축허가-59","20200515","부산시기장군","신축",,"공장용지",8259,2189.51,26.51,2453.44,2453.44,29.71,,"공장",3,0,0,18,0,0,0,0,0,"착공","20200608","20200624",,,"주건축물제1동","공장","기타공장",0,0,0,"일반철골구조",,"기타지붕",910.8,910.8,910.8,0,1,35,"0","0",,"(주) 유성종합건설","6058116418","루가 건축사사무소","6052329494","(주)해공A&E건축사사무소","6068196297"
"26710-100111875","부산광역시","기장군","기장읍 신천리","대지","0072","0004","신축허가","2020-창조건축과-신축허가-60","20200518","부산시기장군","신축",,"답",469,252.56,53.85,240,240,51.17,"신천리근린생활시설(서창원)","제1종근린생활시설",1,0,0,2,0,0,0,0,0,"착공","20200601","20200601","사용승인","20200729","주건축물제1동","제1종근린생활시설","소매점",0,0,0,"일반철골구조",,"기타지붕",252.56,240,240,0,1,6.6,"0","0",,"정품종합건설(주)","6058146173","동림건축사사무소","6183517153","주식회사미가건축사사무소","6038188556"
"26710-100111889","부산광역시","기장군","기장읍 청강리","대지","0675","0002","개발제한구역내 건축허가","2020-창조건축과-개발제한구역내 건축허가-4","20200518","부산시기장군","신축",,"답",298,149.85,50.29,149.85,149.85,50.29,,"창고시설",1,0,,,,,,,,"착공","20200624","20200622",,,"주1동","창고시설","일반창고",0,0,0,"일반철골구조",,"기타지붕",149.85,149.85,149.85,0,1,7.7,"0","0",,,,"건보건축사사무소",,"다인디자인건축사사무소",
"26710-100111952","부산광역시","기장군","장안읍 오리","대지","1121","0009","신축허가","2020-창조건축과-신축허가-61","20200519","부산시기장군","신축",,"공장용지",1646.4,928.2,56.38,1084.92,1084.92,65.9,"장안읍 오리 오리일반산업단지 A10 3 공장 ((주)미스터쿡)","공장",1,0,0,3,0,0,0,0,0,"착공","20200608","20200714",,,"주건축물제1동","공장","기타공장",0,0,0,"일반철골구조",,"기타지붕",928.2,1084.92,1084.92,0,2,10.3,"0","0",,"성광종합건설(주)","3358800791","(주)에이앤지종합건축사사무소","6078614589","미건종합건축사사무소","6210689992"
"26710-100111990","부산광역시","기장군","철마면 와여리","대지","0513","0000","신축신고","2020-창조건축과-신축신고-27","20200521","부산시기장군","신축","부산광역시 기장군 와여1길 56-6 (철마면)","대",518,89.82,17.34,99.06,99.06,19.12,"철마면 와여리 513 단독주택 (공형자)","단독주택",1,0,0,1,0,0,0,0,0,"착공","20200601","20200602",,,"주건축물제1동","단독주택","단독주택",0,0,1,"철근콘크리트구조",,"(철근)콘크리트",89.82,99.06,99.06,0,2,7.3,"0","0",,,,"지축종합건축사사무소","6211302479","지축종합건축사사무소","6211302479"
"26710-100112089","부산광역시","기장군","기장읍 시랑리","대지","0536","0003","증축허가","2020-창조건축과-증축허가-16","20200525","부산시기장군","증축","부산광역시 기장군 공수해안길 71 (기장읍)","대",545,306.07,56.16,374.82,374.82,68.77,"기장읍 시랑리 536-3 제2종근린생활시설 ((주)하윤)","제2종근린생활시설",1,0,0,2,0,0,0,0,0,"착공","20200603","20200605",,,,"제2종근린생활시설","사무소",0,0,0,"철근콘크리트구조","철근콘크리트조 외 1","(철근)콘크리트",145.94,22.11,22.11,0,3,11.75,"0","0",,,"6178197336","리드 건축사사무소","8412600906","리드 건축사사무소","8412600906"
"26710-100112090","부산광역시","기장군","철마면 구칠리","대지","0416","0000","신축신고","2020-창조건축과-신축신고-29","20200525","부산시기장군","신축","부산광역시 기장군 점현길 31 (철마면)","대",313,128.7,41.12,98.97,98.97,31.62,"철마면 구칠리 416 단독주택 (김징자)","단독주택",1,0,0,1,0,0,0,0,0,"착공","20200622","20200624",,,"주건축물제1동","단독주택","단독주택",0,0,1,"철근콘크리트구조",,"(철근)콘크리트",128.7,98.97,98.97,0,1,4.3,"0","0",,,,"선우건축사사무소","6180225956",,
"26710-100112131","부산광역시","기장군","기장읍 시랑리","대지","0704","0000","증축허가","2020-창조건축과-증축허가-17","20200526","부산시기장군","증축","부산광역시 기장군 기장해안로 268-31 (기장읍)","대",43198.8,11052.0021,25.584,85551.2909,43464.4787,100.615,"아난티 펜트하우스 해운대","숙박시설",2,1,482,63,0,0,0,482,0,"착공","20200529","20200601","사용승인","20200728","근린생활시설동","문화및집회시설","체험관",0,2,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",0,497.2077,497.2077,0,4,17.9,"2","0",,"두양건축(주)","2088110023","(주)이앤건축사사무소","1328187318","(주)이앤건축사사무소","1328187318"
"26710-100112169","부산광역시","기장군","일광면 이천리","대지","0928","0020","신축신고","2020-창조건축과-신축신고-30","20200527","부산시기장군","신축",,"대",253.2,72.36,28.5782,72.36,72.36,28.5782,,"단독주택",1,0,0,1,0,0,0,0,0,"착공","20200709","20200708",,,"주건축물제1동","단독주택","단독주택",0,0,0,"경량철골구조",,"기타지붕",72.36,72.36,72.36,0,1,4.2,"0","0",,,,"주식회사인건축사사무소","8068800065",,
"26710-100112189","부산광역시","기장군","기장읍 교리","대지","0034","0002","신축신고","2020-창조건축과-신축신고-31","20200527","부산시기장군","신축",,"대",368,47.52,12.91,47.52,47.52,12.91,"기장읍 교리 34-2 제2종근린생활시설 (최종만)","제2종근린생활시설",1,0,,,,,,,,"착공","20200603","20200601","사용승인","20200611","주건축물제1동","제2종근린생활시설","일반음식점",0,0,0,"일반목구조",,"기타지붕",47.52,47.52,47.52,0,1,4.7,"0","0",,,,"건축사사무소 일원","6180235605",,
"26710-100112289","부산광역시","기장군","장안읍 길천리","대지","0358","0018","증축허가","2020-창조건축과-증축허가-18","20200528","부산시기장군","증축","부산광역시 기장군 고무로 301 (장안읍)","대",122,68.38,56.05,115.75,115.75,94.88,"장안읍 길천리 358-18 제2종근린생활시설 (이정순)","제2종근린생활시설",1,0,,,,,,,,"착공","20200610","20200608","사용승인","20200701","주건축물제1동","제2종근린생활시설","사무소",0,0,0,"일반철골구조","일반철골구조","기타지붕",0,18.91,18.91,0,2,6.84,"0","0",,,,"한성건축사사무소","6180249657","한성건축사사무소","6180249657"
"26710-100112349","부산광역시","기장군","일광면 용천리","대지","0399","0015","신축허가","2020-창조건축과-신축허가-64","20200529","부산시기장군","신축",,"대",615,111.84,18.19,165.47,165.47,26.91,,"단독주택",1,0,0,1,0,0,0,0,0,"착공","20200714","20200714",,,"주건축물제1동","단독주택","단독주택",0,0,1,"철근콘크리트구조",,"(철근)콘크리트",111.84,165.47,165.47,0,2,6.8,"0","0",,,,"강서 건축사사무소","6071577041","강서 건축사사무소","6071577041"
"26710-100112429","부산광역시","기장군","철마면 송정리","대지","0583","0002","신축신고","2020-창조건축과-신축신고-33","20200602","부산시기장군","신축","부산광역시 기장군 두송길 7-10 (철마면)","대",95,27.25,28.68,54.5,54.5,57.37,"철마면 송정리 583-2 제2종근린생활시설 (김동근)","제2종근린생활시설",1,0,,,,,,,,"착공","20200626","20200701",,,"주건축물제1동","제2종근린생활시설","사무소",0,0,0,"경량철골구조",,"기타지붕",27.25,54.5,54.5,0,2,6.5,"0","0",,,,"해조 건축사사무소","6070664689",,
"26710-100112489","부산광역시","기장군","기장읍 대라리","대지","0970","0000","증축신고","2020-창조건축과-증축신고-21","20200602","부산시기장군","증축","부산광역시 기장군 차성서로101번길 1 (기장읍)","대",501.4,268.4,53.53,781.64,671.74,133.97,"궁전탕","제1종근린생활시설",1,0,0,6,0,0,0,0,0,"착공","20200605","20200603","사용승인","20200707",,"제1종근린생활시설","기타제1종근린생활시설",0,0,0,"기타구조","샌드위치판넬","기타지붕",6.6,6.6,6.6,1,3,2.4,"0","0",,,,"동림건축사사무소","6183517153",,
"26710-100112490","부산광역시","기장군","정관읍 용수리","대지","0382","0001","증축허가","2020-창조건축과-증축허가-20","20200602","부산시기장군","증축","부산광역시 기장군 병산로 117 (정관읍)","대",1581,315.81,19.9753,581.47,581.47,36.7786,,"제2종근린생활시설",1,1,0,9,0,0,0,0,0,"착공","20200615","20200617",,,"주건축물제2동","제2종근린생활시설","사무소",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",6,20.4,20.4,0,3,10.1,"0","0",,,,"이한건축사사무소","6121076879","BM건축사사무소","2030864889"
"26710-100112490","부산광역시","기장군","정관읍 용수리","대지","0382","0001","증축허가","2020-창조건축과-증축허가-20","20200602","부산시기장군","증축","부산광역시 기장군 병산로 117 (정관읍)","대",1581,315.81,19.9753,581.47,581.47,36.7786,,"제2종근린생활시설",1,1,0,9,0,0,0,0,0,"착공","20200615","20200617",,,"주건축물제1동","제2종근린생활시설","일반음식점",0,0,0,"철근콘크리트구조","철근콘크리트구조","기타지붕",0,98.13,98.13,0,2,9.3,"0","0",,,,"이한건축사사무소","6121076879","BM건축사사무소","2030864889"
"26710-100112509","부산광역시","기장군","철마면 연구리","대지","0152","0002","신축허가","2020-창조건축과-신축허가-68","20200603","부산시기장군","신축","부산광역시 기장군 마지2길 10 (철마면)","대",498.07,135.375,27.18,145.34,145.34,29.18,"철마면 연구리 152-2 단독주택 (송성근)","단독주택",1,0,1,0,0,0,0,1,0,"착공","20200608","20200611",,,"주건축물제1동","단독주택","단독주택",1,0,0,"철근콘크리트구조",,"(철근)콘크리트",135.375,145.34,145.34,0,2,7.4,"0","0",,,,"아키펌 건축사사무소","6210387028","아키펌 건축사사무소","6210387028"
"26710-100112590","부산광역시","기장군","일광면 삼성리","대지","0781","0004","신축허가","2020-창조건축과-신축허가-71","20200605","부산시기장군","신축",,"대",382.5,229.18,59.92,229.18,229.18,59.92,,"제1종근린생활시설",1,0,0,2,0,0,0,0,0,"착공","20200612","20200619",,,"주건축물제1동","제1종근린생활시설","소매점",0,0,0,"경량철골구조",,"기타지붕",229.18,229.18,229.18,0,1,5.46,"0","0",,"미리벌종합건설(주)","6068191332","다함건축사사무소",,"에이엠건축사사무소",
"26710-100112609","부산광역시","기장군","일광면 칠암리","대지","0150","0001","신축신고","2020-창조건축과-신축신고-35","20200607","부산시기장군","신축","부산광역시 기장군 칠암1길 4 (일광면)","대",103,54,52.43,98.1,98.1,95.24,,"단독주택",1,0,1,0,0,0,0,1,0,"착공","20200612","20200625",,,"주1동","단독주택","단독주택",0,0,1,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",54,98.1,98.1,0,2,7.4,"0","0",,,,"건보건축사사무소",,,
"26710-100112629","부산광역시","기장군","일광면 이천리","대지","0282","0000","신축허가","2020-창조건축과-신축허가-72","20200608","부산시기장군","신축","부산광역시 기장군 일광로 222 (일광면)","대",1814,562.71,31.02,1472.43,1472.43,81.17,"일광면 이천리 2820000 제2종근린생활시설 ((주)골드크랩 이인철)","제2종근린생활시설",2,0,0,11,0,0,0,0,0,"착공","20200623","20200623",,,"주건축물제1동","제2종근린생활시설","일반음식점",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",378.13,1297.95,1297.95,0,4,16.15,"0","0",,"영림종합건설(주)","6058622313","창조건축사사무소",,"창조건축사사무소","6100333352"
"26710-100112629","부산광역시","기장군","일광면 이천리","대지","0282","0000","신축허가","2020-창조건축과-신축허가-72","20200608","부산시기장군","신축","부산광역시 기장군 일광로 222 (일광면)","대",1814,562.71,31.02,1472.43,1472.43,81.17,"일광면 이천리 2820000 제2종근린생활시설 ((주)골드크랩 이인철)","제2종근린생활시설",2,0,0,11,0,0,0,0,0,"착공","20200623","20200623",,,"주건축물제2동","제1종근린생활시설","소매점",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",184.58,174.48,174.48,0,1,4.35,"0","0",,"영림종합건설(주)","6058622313","창조건축사사무소",,"창조건축사사무소","6100333352"
"26710-100112709","부산광역시","기장군","일광면 삼성리","대지","0876","0003","신축허가","2020-창조건축과-신축허가-73","20200610","부산시기장군","신축",,"대",386.5,199.65,51.66,199.65,199.65,51.66,"제2종근린생활시설 (김태문)","제2종근린생활시설",1,0,0,2,0,0,0,0,0,"착공","20200710","20200715",,,"주건축물제1동","제2종근린생활시설","일반음식점",0,0,0,"일반철골구조","일반철골구조","기타지붕",199.65,199.65,199.65,0,1,5.46,"0","0",,"디엠종합건설(주)","6178186300","창대 건축사사무소","6040233030","BM건축사사무소","2030864889"
"26710-100112791","부산광역시","기장군","기장읍 청강리","대지","0536","0001","증축신고","2020-창조건축과-증축신고-22","20200615","부산시기장군","증축","부산광역시 기장군 동뫼길 11 (기장읍)","대",1055,631.68,59.87,1498.55,1498.55,142.04,"청강리 536-1 제1종근린생활시설 (장해순)","제1종근린생활시설",1,0,0,11,0,0,0,0,0,"착공","20200616","20200616","사용승인","20200622",,"제2종근린생활시설","골프연습장",0,0,0,"일반철골구조","일반철골구조","기타지붕",6,-0.27,-0.27,0,3,14.2,"0","0",,,,"선우건축사사무소","6180225956",,
"26710-100112869","부산광역시","기장군","일광면 삼성리","대지","0844","0011","신축허가","2020-창조건축과-신축허가-78","20200616","부산시기장군","신축",,"대",327.4,192,58.64,407.31,407.31,124.41,"일광면 삼성리 844-11 단독주택 (허지상)","단독주택",1,0,0,4,0,0,0,0,0,"착공","20200629","20200626",,,"부속건축물제1동","단독주택","다가구주택",0,0,3,"철근콘크리트구조",,"(철근)콘크리트",192,407.31,407.31,0,3,11.75,"0","0",,"지수종합건설(주)","6218142830","건축사사무소 금강","6210635384","신기종합건축사사무소",
"26710-100112929","부산광역시","기장군","장안읍 월내리","대지","0425","0023","증축신고","2020-창조건축과-증축신고-23","20200617","부산시기장군","증축","부산광역시 기장군 해맞이로 315-23 (장안읍)","대",795,77.41,9.74,122.23,112.55,14.16,"장안읍 월내리 425-23 단독주택 (김주희)","단독주택",1,0,0,1,0,0,0,0,0,"착공","20200622","20200623","사용승인","20200730",,"단독주택","단독주택",0,0,1,"경량철골구조",,"기타지붕",24.19,24.19,24.19,1,2,7.55,"0","0",,,,"건축사사무소 창신",,,
"26710-100113029","부산광역시","기장군","일광면 화전리","대지","0275","0000","신축신고","2020-창조건축과-신축신고-41","20200619","부산시기장군","신축","부산광역시 기장군 화전1길 15-4 (일광면)","대",1019,60,5.89,60,60,5.89,"일광면 화전리 275 제1종근린생활시설 (안익태)","제1종근린생활시설",1,0,,,,,,,,"착공","20200717","20200723",,,"주건축물제1동","제1종근린생활시설","소매점",0,0,0,"경량철골구조",,"기타지붕",60,60,60,0,1,4.7,"0","0",,,,"건축사사무소 창신",,,
"26710-100113050","부산광역시","기장군","기장읍 당사리","대지","0532","0000","증축허가","2020-창조건축과-증축허가-22","20200619","부산시기장군","증축","부산광역시 기장군 동부산관광3로 17 (기장읍)","대",40302.8,23360.18,57.9617,92030.58,48431.76,120.1697,"기장읍 당사리 532 판매시설 (이케아코리아유한회사)","판매시설",1,0,1370,71,0,0,0,1370,0,"착공","20200725","20200728",,,"주건축물제1동","판매시설","상점",0,0,0,"프리케스트콘크리트구조","철골구조","기타지붕",85.4,67.17,0,1,4,21.82,"14","0",,"경동건설(주)","6078130508","(주)창조종합건축사사무소","1078130634","노바 건축사사무소","6083891822"
"26710-100113149","부산광역시","기장군","정관읍 모전리","대지","0740","0004","신축허가","2020-창조건축과-신축허가-81","20200623","부산시기장군","신축",,"대",415.6,193.42,46.54,187.5,187.5,45.12,"삼진플러스","제2종근린생활시설",1,0,0,2,0,0,0,0,0,"착공","20200717","20200717",,,"주건축물제1동","제2종근린생활시설","일반음식점",0,0,0,"일반철골구조",,"(철근)콘크리트",193.42,187.5,187.5,0,1,9,"0","0",,,,"건축사사무소 은성","7442300657","아키펌 A&A 종합건축사사무소","6074122225"
"26710-100113249","부산광역시","기장군","일광면 삼성리","대지","0846","0006","신축신고","2020-창조건축과-신축신고-42","20200625","부산시기장군","신축",,"대",284.2,89.4,31.4567,89.4,89.4,31.4567,"일광면 삼성리 846-6 (이귀례) 단독주택","단독주택",1,0,0,1,0,0,0,0,0,"착공","20200707","20200723",,,"주건축물제1동","단독주택","단독주택",1,0,0,"경량철골구조",,"기타지붕",89.4,89.4,89.4,0,1,3.859,"0","0",,"한국주택문화사","7325900463","종합건축사사무소 신부경","6030631793",,
"26710-100113252","부산광역시","기장군","일광면 이천리","대지","0371","0002","증축신고","2020-창조건축과-증축신고-25","20200625","부산시기장군","증축","부산광역시 기장군 이천4길 9-1 (일광면)","대",183,93.89,51.31,93.36,93.36,51.02,"일광면 이천리 371-2 단독주택 (신정숙)","단독주택",1,1,0,1,0,0,0,0,0,"착공","20200630","20200702",,,"주건축물제1동","단독주택","단독주택",0,0,1,"경량철골구조",,"기타지붕",68.97,68.44,68.44,0,1,5.2,"0","0",,,,"인덕건축사사무소","6100334652",,
"26710-100113252","부산광역시","기장군","일광면 이천리","대지","0371","0002","증축신고","2020-창조건축과-증축신고-25","20200625","부산시기장군","증축","부산광역시 기장군 이천4길 9-1 (일광면)","대",183,93.89,51.31,93.36,93.36,51.02,"일광면 이천리 371-2 단독주택 (신정숙)","단독주택",1,1,0,1,0,0,0,0,0,"착공","20200630","20200702",,,"부속건축물제2동","단독주택","단독주택",0,0,0,"일반목구조","목조, 브럭조","슬레이트",-42.41,-42.41,-42.41,0,1,0,"0","0",,,,"인덕건축사사무소","6100334652",,
"26710-100113410","부산광역시","기장군","철마면 연구리","대지","0159","0003","신축신고","2020-창조건축과-신축신고-43","20200703","부산시기장군","신축",,"대",109,49.68,45.58,49.68,49.68,45.58,,"단독주택",1,0,,,,,,,,"착공","20200706","20200708",,,"주건축물제1동","단독주택","단독주택",0,0,1,"일반목구조",,"기타지붕",49.68,49.68,49.68,0,1,4.3,"0","0",,,,"아카데미 건축사사무소","6071725979",,
"26710-100113489","부산광역시","기장군","기장읍 청강리","대지","0164","0006","신축허가","2020-창조건축과-신축허가-89","20200707","부산시기장군","신축",,"대",372.7,215.96,57.94,431.92,431.92,115.89,"기장읍 청강리 164-6 제1종근린생활시설 (주식회사다우리스포츠)","제1종근린생활시설",1,0,0,2,0,0,0,0,0,"착공","20200720","20200720",,,"주건축물제1동","제1종근린생활시설","소매점",0,0,0,"일반철골구조",,"기타지붕",215.96,431.92,431.92,0,2,10,"0","0",,"교보종합건설(주)","6078158369","건축사사무소 창신",,"건축사사무소지.평.선",
"26710-100113789","부산광역시","기장군","기장읍 청강리","대지","0273","0001","증축허가","2020-창조건축과-증축허가-25","20200715","부산시기장군","증축","부산광역시 기장군 대청로71번길 41-7 (기장읍)","대",150.3,75.7,50.37,171.4,171.4,114.04,"청강리  조씨 단독주택 (다가구)","단독주택",1,0,,,,,,,,"착공","20200727","20200729",,,"주건축물제1동","단독주택","단독주택",0,0,1,"경량철골구조",,"기타지붕",75.7,28.8,28.8,0,3,3,"0","0",,"직영",,"건축사사무소 건우","6170455844","건축사사무소 건우","6170455844"
"26710-100113951","부산광역시","기장군","장안읍 반룡리","대지","0909","0008","신축허가","2020-창조건축과-신축허가-96","20200720","부산시기장군","신축",,"공장용지",6946.2,2125.63,30.6,4125.63,4125.63,59.39,"장안읍 반룡리 909-8 공장 (주식회사 로텍)","공장",1,0,0,12,0,0,0,0,0,"착공","20200730","20200730",,,"주건축물제1동","공장","물품 제조공장",0,0,0,"일반철골구조",,"기타지붕",2125.63,4125.63,4125.63,0,2,11.7,"0","0",,"나은건설(주)","6038169428","종합건축사사무소아진","6150997839","종합건축사사무소아진","6150997839"
"26230-100009205","부산광역시","부산진구","당감동","대지","0573","0089","주택건설사업계획승인","2019-건축과-주택건설사업계획승인-2","20190617","부산시부산진구","신축","부산광역시 부산진구 마철로 134 (당감동)","대",26968,3701,14,118280,80625,299,,"공동주택",6,13,954,0,0,0,0,954,0,"착공","20200703","20200702","미사용승인",,"102동","공동주택","아파트",134,0,0,"철근콘크리트구조",,"(철근)콘크리트",653,13302,13302,34,0,103,,"2",,"(주)동원개발","6048119275","(주)상지이앤에이건축사사무소","6028131235",,"1328112608"
"26230-100009205","부산광역시","부산진구","당감동","대지","0573","0089","주택건설사업계획승인","2019-건축과-주택건설사업계획승인-2","20190617","부산시부산진구","신축","부산광역시 부산진구 마철로 134 (당감동)","대",26968,3701,14,118280,80625,299,,"공동주택",6,13,954,0,0,0,0,954,0,"착공","20200703","20200702","미사용승인",,"403동","공동주택","부대시설",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",0,23,0,0,1,0,,,,"(주)동원개발","6048119275","(주)상지이앤에이건축사사무소","6028131235",,"1328112608"
